SGP_id,Title,Producer,Category,Place,Type,Abstract,Coverage (Years),layer_url,layer_thumb,Available Formats,Users with View Permissions
1335213247,Wooded Area,Ontario Ministry of Natural Resources,Physical Environment,Ontario,vector,"<p> Revision Note: Please note that this dataset has been revised and is available from the Land Information Ontario (LIO) Warehouse. </p> <p>Wooded Area polygons represent the boundaries of woodlands (forests, woodlots, hedgerows, and plantations) in Southern Ontario.</p><p> The woodland dataset is one of numerous products derived through the implementation of the SOLRIS project. The methodology used in SOLRIS Phase 1 involves updating the NRVIS wooded area (WOODAREA concrete class) data through the interpretation of remotely sensed data including orthophotography, Indian Remote Sensing (IRS) and colour infrared aerial photography.</p> <p>Wooded Area polygons represent the boundaries of woody vegetation (including shrubs) mapped to Ontario Base Mapping standards in Northern Ontario (EcoRegion 5E) and a revised standard to capture more definitive 'treed areas' in Southern Ontario (EcoRegions 6E and 7E). Trees and shrubs in this layer have a minimum of 2 meter height.</p><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",1976 - 2006,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1335213247"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_WOODAREA.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
811469359,London Hedges,City of London,Physical Environment,Ontario,vector,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of hedges in the City of London, Ontario.</p>",2009 - 2018,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=811469359"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2017_Hedges.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
3711742792,Major Road Casements (MRC),DMTI Spatial Inc.,Transportation,Canada,vector,"<p>This layer contains major road casements across Canada. Casements are buffers of all road segments containing street name and uniqueID of road buffered.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2001 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3711742792"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Streets_MRC_ALL_PROV.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1617175507,London Industrial or Electrical Substation Complexes,City of London,Utilities,Ontario,vector,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of industrial or electrical substation complexes in the City of London, Ontario.</p>",2009 - 2018,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1617175507"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2017_ElectricalSubstationComplexes.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1479740568,Fire Disturbance PT,Ontario Ministry of Natural Resources,Physical Environment,Ontario,vector,"<p>The Ministry of Natural Resources Fire Program records details about specific forest fires. This dataset contains the estimated starting point of a forest fire for which the perimeter was not mapped and for the fires that are less than 40 hectares in size. The fires represented in this LIO only data class are inside or outside the fire region and do not include prescribed burns. </p><p>Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section.</p>",2003 - 2005,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1479740568"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_FIREDSPT.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1346829427,Regional Municipality Boundaries (RMN),DMTI Spatial Inc.,Boundaries,Canada,vector,"<p>The Regional Municipalities layer is comprised of intermediate political administrative areas between the Province/Territories and Municipalities. DMTI Spatial Regional Municipalities correspond to Statistics Canada's 2001 Census Divisions (CD).</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2001 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1346829427"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Canada_RMN.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
8d020341-f942-4804-b200-bf2d07db2942,Inland Ontario Lakes Designated for Lake Trout  Management (2015),Ministry of Natural Resources and Forestry,Human Environment, ,,"Lake Trout lakes are rare. Only about one percent of Ontario’s lakes contain Lake Trout, but this represents 20-25% of all Lake Trout lakes in the world. The province, therefore, as a great responsibility to manage them wisely. OMNRF efforts to develop a coordinated strategy to protect Lake Trout populations in Ontario requires a comprehensive list of lakes currently designated for Lake Trout management. 
 
This report lists the inland Ontario lakes (exclusive of the Great Lakes) that are currently designated for Lake Trout management. In addition, the list classifies the lakes as to whether they are to be managed for naturally reproducing populations (‘Natural’ lakes) or as put-grow-take (‘P-G-T’) lakes. ‘Natural’ lakes include those lakes that may have lost populations but have been identified for rehabilitation. ‘P-G-T’ lakes are managed to provide recreational fishing opportunities and/or to direct angling effort away from more sensitive ‘Natural’ lakes. OMNRF policies or guidelines may be applied differently depending on the lake classification, or in other cases may be applied to both classifications in a similar manner. 
 
Individual Lake Trout lakes are listed alphabetically in tables organized by OMNRF Administrative Regions. 
 
Most lakes managed for Lake Trout will have been identified previously in other resource management plans. This list supersedes previously published lists and will be subject to revision from time to time, as updated scientific assessment and inventory data become available. Subsequent revisions will be posted on the EBR Registry for public notice and comment. More detailed information on individual lakes may be available from local OMNRF offices.",2015 - 2015,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=8d020341-f942-4804-b200-bf2d07db2942"">Access this resource</a> on Scholars Geoportal.</p>",https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/resources.get.thumbnail?id=14478&access=public&fname=Capture.png,Various geospatial formats available.,Public
2594988606,Municipal Boundaries 1996 - Lower Tier Municipality,Ontario Ministry of Natural Resources,Boundaries,Ontario,vector,"<p>This data set can be used to identify a lower tier municipality, which is a municipality that forms part of an upper tier municipality for municipal purposes. Municipal responsibilities have been set out under the Municipal Act and other Provincial legislation are split between the upper tier and lower tier municipalities.</p><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",1996 - 1996,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2594988606"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MUNLOWER.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
2565939622,Major Water Points (MJWTP),DMTI Spatial Inc.,Water Resources,Canada,vector,"<p>Major Water Points represent hydrographic point feature such as a rock in water or shipwreck. These features are always inside a major water region.</p> <p>Major Water Points is engineered from a combination of National Topographic Data Base (NTDB) 1:50,000 and 1:250,000 scale hydrographic mapping data.</p><p><b>Note:</b> In 2012, there was a datum change from NAD83 to WGS84.</p>",2003 - 2014,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2565939622"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapW_MJWTP_ALL_PROV.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
1379620693,Gas Stations Point,DMTI Spatial Inc.,Human Environment,Canada,vector,"<p>This layer contains the point locations of facilities that sell gasoline, diesel fuel, and other lubricants for motor vehicles. </p><p> All locations are classified using the North America Standard Industry Classification System (NAICS) and Standard Industry Classification (SIC), for further analysis. Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",2015 - 2017,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1379620693"">Access this resource</a> on Scholars Geoportal.</p>",http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2017_CMCS_GasStationsPoint.png,Various geospatial formats available.,McMaster Students / Staff / Faculty only. Login required for off-campus access.
